word,japanese,source,source_url,license,source_dump_date,imported_at
enormously,"非常に。とびきり。とてつもなく。桁外れに。桁違いに。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/enormously,"CC BY-SA 4.0",2026-08-05,2026-08-14
enrolls,"""enroll"" の三人称単数現在形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/enrolls,"CC BY-SA 4.0",2026-08-05,2026-08-14
entend,"intendの廃用。 / 専心する。没頭する。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/entend,"CC BY-SA 4.0",2026-08-05,2026-08-14
enterprising,"進取の気性に富んだ。冒険的な。 / enterpriseの現在分詞。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/enterprising,"CC BY-SA 4.0",2026-08-05,2026-08-14
enterprize,"enterpriseの廃用。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/enterprize,"CC BY-SA 4.0",2026-08-05,2026-08-14
enterprizes,"enterprizeの複数形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/enterprizes,"CC BY-SA 4.0",2026-08-05,2026-08-14
enthusiastic,"熱狂的な。 / 熱心な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/enthusiastic,"CC BY-SA 4.0",2026-08-05,2026-08-14
enthusiastically,"熱狂的に。 / 熱心に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/enthusiastically,"CC BY-SA 4.0",2026-08-05,2026-08-14
entirely,"全く、完全に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/entirely,"CC BY-SA 4.0",2026-08-05,2026-08-14
entomological,"昆虫学の","Japanese Wiktionary",https://ja.wiktionary.org/wiki/entomological,"CC BY-SA 4.0",2026-08-05,2026-08-14
entrepreneurial,"起業家の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/entrepreneurial,"CC BY-SA 4.0",2026-08-05,2026-08-14
entreprise,"enterpriseの廃用。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/entreprise,"CC BY-SA 4.0",2026-08-05,2026-08-14
entropia,"entropionの複数形。 / entropiumの複数形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/entropia,"CC BY-SA 4.0",2026-08-05,2026-08-14
entropion,"内反。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/entropion,"CC BY-SA 4.0",2026-08-05,2026-08-14
enviable,"羨ましい、妬ましい。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/enviable,"CC BY-SA 4.0",2026-08-05,2026-08-14
envie,"張り合う、競う。 / 欲求、食欲。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/envie,"CC BY-SA 4.0",2026-08-05,2026-08-14
envious,"ねたましがる、嫉妬深い。 / 疑い深い、注意深い。 / 有害な。 / 人もうらやむ。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/envious,"CC BY-SA 4.0",2026-08-05,2026-08-14
enviously,"羨ましそうに。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/enviously,"CC BY-SA 4.0",2026-08-05,2026-08-14
environmental,"環境の、環境保護の / 周囲の","Japanese Wiktionary",https://ja.wiktionary.org/wiki/environmental,"CC BY-SA 4.0",2026-08-05,2026-08-14
environmentally,"環境に関連して。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/environmentally,"CC BY-SA 4.0",2026-08-05,2026-08-14
epidermis,"表皮。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/epidermis,"CC BY-SA 4.0",2026-08-05,2026-08-14
epigenetics,"エピジェネティクス。後生学、後成学。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/epigenetics,"CC BY-SA 4.0",2026-08-05,2026-08-14
eponymous,"名祖の。エポニムの。 / （劇や小説の主人公が）作品名と同名の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/eponymous,"CC BY-SA 4.0",2026-08-05,2026-08-14
equaled,"""equal"" の過去形・過去分詞形。 / 匹敵した。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/equaled,"CC BY-SA 4.0",2026-08-05,2026-08-14
equaling,"""equal"" の動名詞形又は現在分詞形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/equaling,"CC BY-SA 4.0",2026-08-05,2026-08-14
equally,"等しく、均等に。 / 同等の。 / 同様に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/equally,"CC BY-SA 4.0",2026-08-05,2026-08-14
equidistant,"等距離の","Japanese Wiktionary",https://ja.wiktionary.org/wiki/equidistant,"CC BY-SA 4.0",2026-08-05,2026-08-14
equipt,"equipの過去分詞。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/equipt,"CC BY-SA 4.0",2026-08-05,2026-08-14
equitable,"公平な。公正な。 / 衡平法上の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/equitable,"CC BY-SA 4.0",2026-08-05,2026-08-14
equivocal,"あいまい表現。 / 複数の意味に取れる、あいまいな。 / 立場がはっきりしない、胡散臭い。 / 疑わしい。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/equivocal,"CC BY-SA 4.0",2026-08-05,2026-08-14
erectile,"直立できる。 / 勃起性の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/erectile,"CC BY-SA 4.0",2026-08-05,2026-08-14
ergative,"能格の。 / ergative caseの略。 / 能格動詞。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/ergative,"CC BY-SA 4.0",2026-08-05,2026-08-14
ergonomic,"人間工学の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/ergonomic,"CC BY-SA 4.0",2026-08-05,2026-08-14
erned,"ernの過去形・過去分詞。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/erned,"CC BY-SA 4.0",2026-08-05,2026-08-14
erning,"ernの現在分詞。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/erning,"CC BY-SA 4.0",2026-08-05,2026-08-14
erotically,"エロチックに、官能的に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/erotically,"CC BY-SA 4.0",2026-08-05,2026-08-14
erroneous,"誤った、間違った。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/erroneous,"CC BY-SA 4.0",2026-08-05,2026-08-14
erudite,"博学な。学識のある。 / 博学な人。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/erudite,"CC BY-SA 4.0",2026-08-05,2026-08-14
especial,"特別な / 著しい","Japanese Wiktionary",https://ja.wiktionary.org/wiki/especial,"CC BY-SA 4.0",2026-08-05,2026-08-14
especially,"とりわけ。特に。殊に。その中でも。 / 特別に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/especially,"CC BY-SA 4.0",2026-08-05,2026-08-14
esperanza,"キンレイジュ。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/esperanza,"CC BY-SA 4.0",2026-08-05,2026-08-14
essentially,"本質的に、基本的に、そもそも。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/essentially,"CC BY-SA 4.0",2026-08-05,2026-08-14
estimable,"立派な。 / 貴重な。 / 推定可能な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/estimable,"CC BY-SA 4.0",2026-08-05,2026-08-14
eternal,"永久の、永遠の、果てしない。 / 永遠なるもの。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/eternal,"CC BY-SA 4.0",2026-08-05,2026-08-14
eternally,"永遠に、永久に。 / しきりに、ひっきりなしに。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/eternally,"CC BY-SA 4.0",2026-08-05,2026-08-14
eternals,"eternalの複数形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/eternals,"CC BY-SA 4.0",2026-08-05,2026-08-14
ethe,"ethosの複数形。 / 易しい、簡単な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/ethe,"CC BY-SA 4.0",2026-08-05,2026-08-14
ethereal,"空気のような。 / 優美な、霊妙な。 / エーテルを含む。 / ethereal waveの省略。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/ethereal,"CC BY-SA 4.0",2026-08-05,2026-08-14
ethical,"倫理の、道徳の / 道徳的な","Japanese Wiktionary",https://ja.wiktionary.org/wiki/ethical,"CC BY-SA 4.0",2026-08-05,2026-08-14
ethnical,"民族の。 / 民族学の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/ethnical,"CC BY-SA 4.0",2026-08-05,2026-08-14
etymological,"語源的な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/etymological,"CC BY-SA 4.0",2026-08-05,2026-08-14
etymologically,"語源的に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/etymologically,"CC BY-SA 4.0",2026-08-05,2026-08-14
euchromatic,"ユークロマチンの、ユークロマチンに関する。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/euchromatic,"CC BY-SA 4.0",2026-08-05,2026-08-14
euchromatin,"ユークロマチン、真正染色質。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/euchromatin,"CC BY-SA 4.0",2026-08-05,2026-08-14
euphemistic,"婉曲的な、遠回しの。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/euphemistic,"CC BY-SA 4.0",2026-08-05,2026-08-14
euphemistically,"婉曲に、遠回しに。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/euphemistically,"CC BY-SA 4.0",2026-08-05,2026-08-14
euphonic,"音調の良い、口調の良い。 / 音便の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/euphonic,"CC BY-SA 4.0",2026-08-05,2026-08-14
euphonious,"音調の良い、耳に快い。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/euphonious,"CC BY-SA 4.0",2026-08-05,2026-08-14
euthanize,"安楽死させる。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/euthanize,"CC BY-SA 4.0",2026-08-05,2026-08-14
euthanized,"euthanizeの過去形・過去分詞","Japanese Wiktionary",https://ja.wiktionary.org/wiki/euthanized,"CC BY-SA 4.0",2026-08-05,2026-08-14
euthanizing,"euthanizeの現在分詞。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/euthanizing,"CC BY-SA 4.0",2026-08-05,2026-08-14
evasive,"言葉を濁す。 / 回避する。逃れようとする。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/evasive,"CC BY-SA 4.0",2026-08-05,2026-08-14
evasively,"言葉を濁して。 / 回避して。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/evasively,"CC BY-SA 4.0",2026-08-05,2026-08-14
eventful,"事件の多い / 重大な","Japanese Wiktionary",https://ja.wiktionary.org/wiki/eventful,"CC BY-SA 4.0",2026-08-05,2026-08-14
eventual,"最終的な / 究極の","Japanese Wiktionary",https://ja.wiktionary.org/wiki/eventual,"CC BY-SA 4.0",2026-08-05,2026-08-14
eventually,"結局は、最後には、ようやく / いつかは","Japanese Wiktionary",https://ja.wiktionary.org/wiki/eventually,"CC BY-SA 4.0",2026-08-05,2026-08-14
ever,"（否定文や否定的表現と共に用いて）決して。絶対に。どんなことがあっても。 / （肯定文で用いて）ずっと。いつも。常に。 / （現在完了形や過去形の疑問文で用いて経験を表す）これまでに。一度でも。 / （現在形や未来形の疑問文で用いて強調を表す）少しは。一回ぐらい。 / （条件節で用いて）いつか。いつしか。 / （比較級・最上級の後で用いて）今までに。これまでに。今までの中でもっとも～である。今までに比べてより～である。 / （疑問詞の後で用いて）一体。まったく。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/ever,"CC BY-SA 4.0",2026-08-05,2026-08-14
everlastingly,"限りなく、永久に、永遠に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/everlastingly,"CC BY-SA 4.0",2026-08-05,2026-08-14
evermore,"永遠に、永久不変に","Japanese Wiktionary",https://ja.wiktionary.org/wiki/evermore,"CC BY-SA 4.0",2026-08-05,2026-08-14
every,"全ての。 / あらゆる。 / ～毎に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/every,"CC BY-SA 4.0",2026-08-05,2026-08-14
everybody,"皆 / 誰でも","Japanese Wiktionary",https://ja.wiktionary.org/wiki/everybody,"CC BY-SA 4.0",2026-08-05,2026-08-14
everyday,"毎日の。日常の。日常的な。 / 平凡な、有り触れた。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/everyday,"CC BY-SA 4.0",2026-08-05,2026-08-14
everyone,"皆 / 誰でも","Japanese Wiktionary",https://ja.wiktionary.org/wiki/everyone,"CC BY-SA 4.0",2026-08-05,2026-08-14
everything,"あらゆる事 / 最も大切なもの","Japanese Wiktionary",https://ja.wiktionary.org/wiki/everything,"CC BY-SA 4.0",2026-08-05,2026-08-14
everywhere,"至る所で。どこでも。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/everywhere,"CC BY-SA 4.0",2026-08-05,2026-08-14
evident,"明らかな、明白な、確固たる。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/evident,"CC BY-SA 4.0",2026-08-05,2026-08-14
evidential,"証拠の / 証拠となる","Japanese Wiktionary",https://ja.wiktionary.org/wiki/evidential,"CC BY-SA 4.0",2026-08-05,2026-08-14
evidently,"明らかに、明白に / どうやら～らしい","Japanese Wiktionary",https://ja.wiktionary.org/wiki/evidently,"CC BY-SA 4.0",2026-08-05,2026-08-14
evolutionary,"進化の / 進化論の","Japanese Wiktionary",https://ja.wiktionary.org/wiki/evolutionary,"CC BY-SA 4.0",2026-08-05,2026-08-14
evolutive,"進化の、発展の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/evolutive,"CC BY-SA 4.0",2026-08-05,2026-08-14
exactly,"正確に。厳密に。 / 全く。正に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exactly,"CC BY-SA 4.0",2026-08-05,2026-08-14
examinable,"試験可能な。検査可能な。調査可能な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/examinable,"CC BY-SA 4.0",2026-08-05,2026-08-14
exceedingly,"かなり、非常に、並外れて。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exceedingly,"CC BY-SA 4.0",2026-08-05,2026-08-14
excellent,"（程度の軽重を問わず）優秀な、優良な、優れた / 極めて優れた、すばらしい / （成績評価）優の","Japanese Wiktionary",https://ja.wiktionary.org/wiki/excellent,"CC BY-SA 4.0",2026-08-05,2026-08-14
excellently,"すばらしく","Japanese Wiktionary",https://ja.wiktionary.org/wiki/excellently,"CC BY-SA 4.0",2026-08-05,2026-08-14
exceptionally,"例外的に、特別に、特殊に、並外れて。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exceptionally,"CC BY-SA 4.0",2026-08-05,2026-08-14
excessive,"過度の。 / 極端な。 / 法外な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/excessive,"CC BY-SA 4.0",2026-08-05,2026-08-14
excessively,"過度に。 / 法外に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/excessively,"CC BY-SA 4.0",2026-08-05,2026-08-14
exciter,"刺激する人、刺激物。 / 刺激剤、興奮剤","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exciter,"CC BY-SA 4.0",2026-08-05,2026-08-14
exciters,"""exciter"" の複数形","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exciters,"CC BY-SA 4.0",2026-08-05,2026-08-14
excitingly,"刺激的に、感動的に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/excitingly,"CC BY-SA 4.0",2026-08-05,2026-08-14
exclamatory,"感嘆を表される、讃嘆に値する / 強調された、絶賛された","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exclamatory,"CC BY-SA 4.0",2026-08-05,2026-08-14
exclusively,"もっぱら。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exclusively,"CC BY-SA 4.0",2026-08-05,2026-08-14
exclusivity,"排他性、独占権。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exclusivity,"CC BY-SA 4.0",2026-08-05,2026-08-14
excretory,"排出の。排泄の。 / 排出管。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/excretory,"CC BY-SA 4.0",2026-08-05,2026-08-14
excruciatingly,"耐え難いほどに。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/excruciatingly,"CC BY-SA 4.0",2026-08-05,2026-08-14
exempla,"exemplumの複数形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exempla,"CC BY-SA 4.0",2026-08-05,2026-08-14
exemple,"exampleの廃用。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exemple,"CC BY-SA 4.0",2026-08-05,2026-08-14
exemples,"exempleの複数形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exemples,"CC BY-SA 4.0",2026-08-05,2026-08-14
exigent,"緊急の。切迫した。 / 要求の過酷な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exigent,"CC BY-SA 4.0",2026-08-05,2026-08-14
existential,"存在の。実在の。 / 経験に基づいた。 / 実存の。実存主義の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/existential,"CC BY-SA 4.0",2026-08-05,2026-08-14
exoplanet,"太陽系外惑星。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exoplanet,"CC BY-SA 4.0",2026-08-05,2026-08-14
exoplanets,"exoplanetの複数形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exoplanets,"CC BY-SA 4.0",2026-08-05,2026-08-14
expansive,"広大な。 / 社交的な、開放的な。 / 拡張の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expansive,"CC BY-SA 4.0",2026-08-05,2026-08-14
expectant,"期待に満ちた / 待ちかまえている / 妊娠中の","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expectant,"CC BY-SA 4.0",2026-08-05,2026-08-14
expectantly,"期待して / 待ちかまえて","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expectantly,"CC BY-SA 4.0",2026-08-05,2026-08-14
expectedly,"期待して、予想どおりに。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expectedly,"CC BY-SA 4.0",2026-08-05,2026-08-14
expeditionary,"遠征の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expeditionary,"CC BY-SA 4.0",2026-08-05,2026-08-14
expeditious,"迅速な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expeditious,"CC BY-SA 4.0",2026-08-05,2026-08-14
expeditiously,"迅速に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expeditiously,"CC BY-SA 4.0",2026-08-05,2026-08-14
expensive,"（値段が）高い、高価な","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expensive,"CC BY-SA 4.0",2026-08-05,2026-08-14
expensively,"高価に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expensively,"CC BY-SA 4.0",2026-08-05,2026-08-14
experimental,"実験的な / 試験的な / 実験に基づく","Japanese Wiktionary",https://ja.wiktionary.org/wiki/experimental,"CC BY-SA 4.0",2026-08-05,2026-08-14
experimentally,"実験的に / 試験的に / 実験に基づいて","Japanese Wiktionary",https://ja.wiktionary.org/wiki/experimentally,"CC BY-SA 4.0",2026-08-05,2026-08-14
expertly,"上手に。巧みに。専門的に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expertly,"CC BY-SA 4.0",2026-08-05,2026-08-14
explanatory,"説明のための。 / 説明する気になる。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/explanatory,"CC BY-SA 4.0",2026-08-05,2026-08-14
explicable,"（現象が）割り切れる。説明がつく。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/explicable,"CC BY-SA 4.0",2026-08-05,2026-08-14
explicative,"説明のための","Japanese Wiktionary",https://ja.wiktionary.org/wiki/explicative,"CC BY-SA 4.0",2026-08-05,2026-08-14
explicit,"明確な、明快な、はっきりした / 率直な、露骨な、あからさまな","Japanese Wiktionary",https://ja.wiktionary.org/wiki/explicit,"CC BY-SA 4.0",2026-08-05,2026-08-14
explicitly,"明確に、率直に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/explicitly,"CC BY-SA 4.0",2026-08-05,2026-08-14
exploitability,"搾取可能性。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exploitability,"CC BY-SA 4.0",2026-08-05,2026-08-14
exploitable,"利用できる、活用できる。 / 開発できる。 / 搾取できる。 / 利用しうる人・物。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exploitable,"CC BY-SA 4.0",2026-08-05,2026-08-14
exploitative,"搾取的な。 / 資源開発の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exploitative,"CC BY-SA 4.0",2026-08-05,2026-08-14
explosively,"爆発的に、急激に","Japanese Wiktionary",https://ja.wiktionary.org/wiki/explosively,"CC BY-SA 4.0",2026-08-05,2026-08-14
exponentially,"急激に","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exponentially,"CC BY-SA 4.0",2026-08-05,2026-08-14
exportable,"輸出できる。輸出向きの。 / 輸出できる物。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exportable,"CC BY-SA 4.0",2026-08-05,2026-08-14
expresse,"expressの旧綴り。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expresse,"CC BY-SA 4.0",2026-08-05,2026-08-14
expressionless,"無表情な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expressionless,"CC BY-SA 4.0",2026-08-05,2026-08-14
expressive,"表す、表現する。 / 表現豊かな、意味ありげな。 / 表情豊かな。 / 表出型。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expressive,"CC BY-SA 4.0",2026-08-05,2026-08-14
expressively,"表現豊かに、意味ありげに。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expressively,"CC BY-SA 4.0",2026-08-05,2026-08-14
expressly,"明確に、はっきりと / わざわざ","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expressly,"CC BY-SA 4.0",2026-08-05,2026-08-14
expresso,"espressoの異綴。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expresso,"CC BY-SA 4.0",2026-08-05,2026-08-14
expungement,"（犯罪記録の）抹消。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/expungement,"CC BY-SA 4.0",2026-08-05,2026-08-14
extant,"現存している。残存する。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extant,"CC BY-SA 4.0",2026-08-05,2026-08-14
extasy,"ecstasyの旧綴り","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extasy,"CC BY-SA 4.0",2026-08-05,2026-08-14
extemporaneous,"（スピーチなどが）即席の、打っ付け本番の","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extemporaneous,"CC BY-SA 4.0",2026-08-05,2026-08-14
extempore,"即席の、即興の / 即席で、即興で / 即席のもの","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extempore,"CC BY-SA 4.0",2026-08-05,2026-08-14
extensible,"伸ばせる。延長できる。 / 広げることができる。拡大できる。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extensible,"CC BY-SA 4.0",2026-08-05,2026-08-14
extensive,"広い、広大な / （知識など）詳しい","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extensive,"CC BY-SA 4.0",2026-08-05,2026-08-14
extensively,"広く、広範に、大規模に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extensively,"CC BY-SA 4.0",2026-08-05,2026-08-14
externally,"外部から。対外的に。外面的に","Japanese Wiktionary",https://ja.wiktionary.org/wiki/externally,"CC BY-SA 4.0",2026-08-05,2026-08-14
externe,"通学生。通勤医師。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/externe,"CC BY-SA 4.0",2026-08-05,2026-08-14
externes,"externeの複数形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/externes,"CC BY-SA 4.0",2026-08-05,2026-08-14
extinct,"絶滅した、死に絶えた / 廃止された、消滅した、失効した / 活力を失った、希望が消えた、死火山の","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extinct,"CC BY-SA 4.0",2026-08-05,2026-08-14
extortionate,"（値段や要求が）法外な。途方もない。 / 強要的な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extortionate,"CC BY-SA 4.0",2026-08-05,2026-08-14
extrabudgetary,"予算外の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extrabudgetary,"CC BY-SA 4.0",2026-08-05,2026-08-14
extragalactic,"銀河系外の。 / 銀河外の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extragalactic,"CC BY-SA 4.0",2026-08-05,2026-08-14
extraordinarily,"途方もなく / 非常に / 異常に","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extraordinarily,"CC BY-SA 4.0",2026-08-05,2026-08-14
extrasolar,"太陽系外の。 / 地球以外の太陽系の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extrasolar,"CC BY-SA 4.0",2026-08-05,2026-08-14
extravagant,"浪費する、金遣いの荒い / 過度の、常軌を逸した","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extravagant,"CC BY-SA 4.0",2026-08-05,2026-08-14
extravagantly,"浪費して、贅沢に / 途方もなく","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extravagantly,"CC BY-SA 4.0",2026-08-05,2026-08-14
extremely,"極めて。 / 極端に。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/extremely,"CC BY-SA 4.0",2026-08-05,2026-08-14
exultant,"歓喜した、有頂天の。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/exultant,"CC BY-SA 4.0",2026-08-05,2026-08-14
eyeless,"目のない","Japanese Wiktionary",https://ja.wiktionary.org/wiki/eyeless,"CC BY-SA 4.0",2026-08-05,2026-08-14
eyewear,"眼鏡","Japanese Wiktionary",https://ja.wiktionary.org/wiki/eyewear,"CC BY-SA 4.0",2026-08-05,2026-08-14
fabricant,"製作者。製造業者。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/fabricant,"CC BY-SA 4.0",2026-08-05,2026-08-14
fabricants,"fabricantの複数形。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/fabricants,"CC BY-SA 4.0",2026-08-05,2026-08-14
fabulous,"寓話の、寓話に関する。 / 驚異的な、信じられない。 / 虚構の。 / 嘘だとわかる、信用できない。 / すばらしい。 / ゲイの、ゲイに関する。 / なよなよした。 / おしゃれな。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/fabulous,"CC BY-SA 4.0",2026-08-05,2026-08-14
facebook,"顔写真付きの書籍名簿および電子名簿。 / 学生がお互いを知ることができるように新学期に大学などから配布される出版物。 / ソーシャル・ネットワーキング・サービス「フェイスブック」を利用する。 / 「フェイスブック」を通じて、メッセージを送信したり、コメントを残したりする。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/facebook,"CC BY-SA 4.0",2026-08-05,2026-08-14
faceless,"無名の / 個性のない","Japanese Wiktionary",https://ja.wiktionary.org/wiki/faceless,"CC BY-SA 4.0",2026-08-05,2026-08-14
facetious,"滑稽な、おどけた。(特に、軽薄もしくは場違いなユーモアである様子を示す)","Japanese Wiktionary",https://ja.wiktionary.org/wiki/facetious,"CC BY-SA 4.0",2026-08-05,2026-08-14
facetiously,"滑稽に","Japanese Wiktionary",https://ja.wiktionary.org/wiki/facetiously,"CC BY-SA 4.0",2026-08-05,2026-08-14
facile,"容易な、たやすく得られる。 / 達者な、軽快な。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/facile,"CC BY-SA 4.0",2026-08-05,2026-08-14
factual,"事実の。事実に基づく。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/factual,"CC BY-SA 4.0",2026-08-05,2026-08-14
factually,"事実上。事実に基づいて。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/factually,"CC BY-SA 4.0",2026-08-05,2026-08-14
fadeaway,"消失。 / フェイドアウェイ。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/fadeaway,"CC BY-SA 4.0",2026-08-05,2026-08-14
faintly,"微かに。弱弱しく。","Japanese Wiktionary",https://ja.wiktionary.org/wiki/faintly,"CC BY-SA 4.0",2026-08-05,2026-08-14
